INFORMCION GENERAL,,,,,,,,,,DATOS DEL PROPIETARIO,CARACTERISTICAS,,,,,,,,,,,,,SITUACION ,,,,,,,,,,,,,
NO. DE EXPEDIENTE,TIPO AERÓDROMO,DESIGNADOR,NOMBRE,ESTADO,MUNICIPIO,TIPO DE OPERACIÓN,TIPO DE SERVICIO,CLASIFICACION,CLAVE DE REFERENCIA,NOMBRE,ELEV (M),SISTEMA,"LATITUD
°","LATITUD
'","LATITUD
''","LONGITUD
°","LONGITUD
'","LONGITUD
''",ORIENTACION 1A,ORIENTACION 2A,LONGITUD DE PISTA A,ANCHO DE PISTA A,TIPO DE SUPERFICIE A,FECHA DE EXPEDICIÓN,DURACIÓN DEL PERMISO/  AUTORIZACIÓN,FECHA DE  VENCIMIENTO,MES,AÑO,¿VIGENTE?,SITUACIÓN,AEROPUERTO DE CORDINACIÓN,,,,,,
HP-1919,HELIPUERTO,HLX,PARQUE TOREO I,ESTADO DE MEXICO,NAUCALPAN,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,ADMINISTRADORA FIBRA DANHOS. S.C.,"2,426.00",WGS 84,19,27,20.37,99,13,9.42,,,,,,12/12/2018,180 DIAS ,12/06/2019,JUN,2019,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
HP-1920,HELIPUERTO,HLY,PARQUE TOREO III,ESTADO DE MEXICO,NAUCALPAN,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,ADMINISTRADORA FIBRA DANHOS. S.C.,"2,389.00",WGS 84,19,27,16.51,99,13,5.55,,,,,,12/12/2018,180 DIAS ,12/06/2019,JUN,2019,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP-1921,AERÓDROMO,CAR,CARBONERA,SINALOA,CULIACAN,DIURNO,SERVICIO PARTICULAR Y A TERCEROS,TERRESTRE,1-A,ANGEL ERNESTO ANGULO SCOLARI,122.00,WGS 84,24,45,51.48,107,12,51.00,12,30,700,15,TERRACERIA,07/11/2017,15 AÑOS,07/11/2032,NOV,2032,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP-1922,AERÓDROMO,TUX,LA TUXCANA,JALISCO,TUXCACUESCO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,"AGRICOLA LA TUXCANA, S.A. DE C.V.",871.00,WGS 84,19,43,45.44,103,58,52.25,9,27,1300,30,TERRACERIA,17/08/2018,15 AÑOS ,15/08/2033,AGO,2033,SI ,VIGENTE ,"AEROPUERTO INTERNACIONAL DE GUADALAJARA, JALISCO",,,,,,
HP-1923,PLATAFORMA-HELIPUERTO,HRR,CANTARELL I,TABASCO,VILLAHERMOSA,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-2,"GRUPO R PERFORACION, S.A. DE C.V.",20.00,WGS 84,18,41,42.54,93,19,58.54,,,,,,01/06/2017,3 AÑOS,03/12/2020,DIC,2020,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE VILLAHERMOSA, TABASCO",,,,,,
HP-1924,PLATAFORMA-HELIPUERTO,HRS,CANTARELL II,TABASCO,VILLAHERMOSA,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-2,"GRUPO R PERFORACION, S.A. DE C.V.",20.00,WGS 84,18,30,6.54,93,31,14.03,,,,,,01/06/2017,3 AÑOS,03/12/2020,DIC,2020,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE VILLAHERMOSA, TABASCO",,,,,,
SP-1925,AERÓDROMO,BCB,CARBONERAS,SINALOA,CULIACAN,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,C. JOSÉ RAMON GÁMEZ SALOMÓN,13.00,WGS 84,24,46,2.60,107,13,57.14,13,30,812,15,TERRACERIA,08/04/2014,15 AÑOS,08/04/2034,ABR,2034,SI ,VIGENTE ,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
HP-1926,HELIPUERTO,HLL,INECOL,VERACRUZ,JALAPA,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-2,"INSTITUTO DE ECOLOGIA, A.C.",13.29,WGS 84,19,30,44.35,96,56,42.31,,,,,,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,INOPERATIVO,"AEROPUERTO DE JALAPA, VERACRUZ",,,,,,
HP-1927,HELIPUERTO,HDI,TORRE DIANA,CIUDAD DE MÉXICO,CUAUHTÉMOC,DIURNO Y NOCTURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"TORRE DIANA MANAGEMENT, S.C.","2,394.00",WGS 84,19,25,35.48,99,10,18.88,,,,,,19/04/2018,15 AÑOS,19/04/2033,ABR,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP-1928,AERÓDROMO,ALM,EL ALAMO,BAJA CALIFORNIA,MEXICALI,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,JOSE LUIS OCHOA CONTRERAS,15.00,WGS 84,32,29,25.40,115,11,5.87,4,22,1000,10,TERRACERIA,19/02/2018,15 años,01/01/2033,ENE,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MEXICALI, BAJA CALIFORNIA",,,,,,
SP-1929,AERÓDROMO,CHO,EL CACHORRO,CHIHUAHUA,CAMARGO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"TORRES BOQUILLA, S. DE P.R. DE. R.L. DE C.P.","1,323.00",WGS 84,27,31,43.09,105,21,4.85,15,33,1250,50,TERRACERIA,24/11/2017,180 DÍAS,24/05/2018,MAY,2018,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CIUDAD JUAREZ, CHIHUAHUA",,,,,,
SP-1930,AERÓDROMO,BGC,BODEGAS GRANELERAS DEL CAMPO,CHIHUAHUA,CIUDAD CUAHUTÉMOC,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"BODEGAS GRANELERAS DEL CAMPO, S.A. DE C.V.","2,023.00",WGS 84,28,46,31.40,107,5,42.54,8,26,1600,20,ASFALTO,24/11/2017,180 DÍAS,24/05/2018,MAY,2018,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CIUDAD JUAREZ, CHIHUAHUA",,,,,,
SP-1931,AERÓDROMO ACUÁTICO,ILP,ISLA DE LA PASION ,QUINTANA ROO,COZUMEL,DIURNO,SERVICIO PARTICULAR,ACUATICO,2-B,"PENINSULA DE LA PASION, S.A. DE C.V.",0.00,WGS 84,20,32,36.50,86,52,4.00,11,29,1000,30,ACUÁTICA,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,EN TRAMITE,"AEROPUERTO INTERNACIONAL DE COZUMEL, QUINTANA ROO",,,,,,
SP-1932,AERÓDROMO,ROS,LA ROSCA,SINALOA,ANGOSTURA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"AGRICOLA EL INGENIERO, S.P.R. DE R.L.",40.00,WGS 84,25,24,5.98,108,7,17.98,17,35,640,13,ASFALTO,16/11/2017,14 AÑOS,11/02/2031,FEB,2031,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP-1933,AERÓDROMO,SCF,EL SACRIFICIO,CHIHUAHUA,COYAME,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,HECTOR CARRILLO RICO,"1,312.00",WGS 84,29,41,33.00,105,48,54.50,15,33,1000,18,TERRACERIA,27/04/2018,15 AÑOS,27/04/2033,ABR,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CIUDAD JUAREZ, CHIHUAHUA",,,,,,
SP-1934,AERÓDROMO,RHM,HOTEL ROMA,BAJA CALIFORNIA,ENSENADA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,3-B,"HOTEL ROMA, S.A. DE C.V.","1,500.00",WGS 84,28,7,14.04,112,49,2.94,2,20,1500,30,TERRACERIA,19/02/2026,180 DIAS,19/08/2026,AGO,2026,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE SAN FELIPE, BAJA CALIFORNIA",,,,,,
HP-1935,HELIPUERTO,HRG,GPM AEROSERVICIO TOLUCA,ESTADO DE MEXICO,SAN MATEO OTZACATIPAN,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,GPM AEROSERVICIO S.A. DE C.V.,"2,595.00",WGS 84,19,20,15.00,99,35,25.00,NO APLICA,NO APLICA,,,,17/06/2024,15 AÑOS,17/06/1939,JUN,2039,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE TOLUCA, ESTADO DE MEXICO",,,,,,
HP-1936,HELIPUERTO,HNQ,CORPORATIVO NIETO,QUERETARO,QUERÉTARO,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"NYCSA, S.A. DE C.V.","1,840.00",WGS 84,20,35,10.00,100,22,15.00,NO APLICA,NO APLICA,,,,12/01/2020,15 AÑOS,12/02/2035,FEB,2035,SI,VIGENTE,AEROPUERTO INTERCONTINENTAL DE QUERÉTARO.,,,,,,
SP-1937,AERÓDROMO,ARP,HARPE,CHIHUAHUA,VILLA AHUMADA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,HERMAN HARMS PETERS,"1,432.00",WGS 84,30,8,8.50,106,24,46.42,11,29,1100,20,TERRACERIA,15/08/2018,15 AÑOS,15/08/2033,AGO,2033,SI,VIGENTE ,"AEROPUERTO INTERNACIONAL DE CIUDAD JUAREZ, CHIHUAHUA",,,,,,
SP-1938,AERÓDROMO,LVA,HERRADURA DE LA VILLITA,SINALOA,CULIACAN,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,MIGUEL ANGEL SALAS FAVELA,74.00,WGS 84,24,48,47.82,107,16,44.27,5,23,800,10,TERRACERIA,23/10/2018,15 AÑOS,23/10/2033,OCT,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
HP-1939,HELIPUERTO,HIU,MINERALES INGUARAN,QUERETARO,CORREGIDORA,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"MINERALES INGUARAN, S.A. DE C.V.","1,843.00",WGS 84,20,33,26.42,100,29,4.06,NO APLICA,NO APLICA,,,,10/10/2018,15 AÑOS,10/10/2033,OCT,2033,SI,VIGENTE ,AEROPUERTO INTERCONTINENTAL DE QUERÉTARO.,,,,,,
SP-1940,AERÓDROMO,TBA,BAHIA TORTUGAS,BAJA CALIFORNIA SUR,MULEGE,DIURNO,SERVICIO PARTICULAR Y A TERCEROS,TERRESTRE,3-C,ING. JUAN SEBASTIAN ROMO CARRILLO,32.00,WGS 84,27,42,17.69,114,54,34.71,11,29,1600,30,ASFALTO,05/10/2020,15 AÑOS,05/10/2035,OCT,2035,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE SAN JOSÉ DEL CABO, B.C.S.",,,,,,
HP-1941,HELIPUERTO,HHU,HOSPITAL GENERAL DE 120 CAMAS DE ACAPULCO,GUERRERO,ACAPULCO DE JUÁREZ,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-2,SERVICIOS ESTATALES DE SALUD DEL ESTADO DE GUERRERO,26.56,WGS 84,16,55,52.50,99,49,15.10,NO APLICA,NO APLICA,,,,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE ACAPULCO, GUERRERO",,,,,,
HP-1942,HELIPUERTO,HHF,HIPOCO CUATROCUATROS,BAJA CALIFORNIA,ENSENADA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,H-1,"HIPICO CUATROCUATROS, S.A. DE C.V.",171.00,WGS 84,31,57,1.29,116,45,8.75,NO APLICA,NO APLICA,,,,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE ENSENADA, BAJA CALIFORNIA",,,,,,
HP-1943,HELIPUERTO,HRU,CAPELA,GUERRERO,TELOLOAPAN,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"MINERA CAPELA, S.A. DE C.V.","1,231.00",WGS 84,18,18,40.04,99,55,48.13,NO APLICA,NO APLICA,,,,07/12/2018,15 AÑOS,07/12/2033,DIC,2033,SI,VIGENTE ,"AEROPUERTO INTERNACIONAL DE CUERNAVACA, MORELOS",,,,,,
HP-1944,HELIPUERTO,HUN,HOSPITAL DE TRAUMATOLOGIA Y ORTOPEDIA,PUEBLA,PUEBLA,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,SERVICIOS DE SALUD DEL ESTADO DE PUEBLA,"2,217.16",WGS 84,19,5,12.10,98,11,56.00,NO APLICA,NO APLICA,,,,15/04/2019,30 AÑOS,15/04/2049,ABR,2049,SI,VIGENTE ,"AEROPUERTO INTERNACIONAL ""HERMANOS SERDÁN"" DE HUEJOTZINGO, PUE.",,,,,,
HP-1945,HELIPUERTO,HUO,COMPLEJO MEDICO DEL SUR,PUEBLA,PUEBLA,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,SERVICIOS DE SALUD DEL ESTADO DE PUEBLA,"2,128.00",WGS 84,18,59,4.60,98,14,31.30,NO APLICA,NO APLICA,,,,29/11/2018,30 AÑOS,29/11/2048,NOV,2048,SI,VIGENTE,"AEROPUERTO INTERNACIONAL ""HERMANOS SERDÁN"" DE HUEJOTZINGO, PUE.",,,,,,
HP-1946,HELIPUERTO,HUP,HOSPITAL GENERAL DE CHOLULA,PUEBLA,SAN ANDRES CHOLULA,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,SERVICIOS DE SALUD DEL ESTADO DE PUEBLA,"2,112.83",WGS 84,19,1,2.60,98,15,56.70,NO APLICA,NO APLICA,,,,29/11/2018,30 AÑOS ,29/11/2048,NOV,2048,SI ,VIGENTE,"AEROPUERTO INTERNACIONAL ""HERMANOS SERDÁN"" DE HUEJOTZINGO, PUE.",,,,,,
HP-1947,HELIPUERTO,HUQ,HOSPITAL GENERAL DE TEZIUTLAN,PUEBLA,TEZIUTLAN,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,SERVICIOS DE SALUD DEL ESTADO DE PUEBLA,"1,920.95",WGS 84,19,49,19.00,97,22,36.90,NO APLICA,NO APLICA,,,,15/04/2019,30 AÑOS,15/04/2049,ABR,2049,SI,VIGENTE,"AEROPUERTO INTERNACIONAL ""HERMANOS SERDÁN"" DE HUEJOTZINGO, PUE.",,,,,,
SP-1948,AERÓDROMO,LRC,LA ROCA,GUANAJUATO,SAN LUIS DE LA PAZ,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,JORGE LUIS ORLANZZINI MERLO,"2,017.00",WGS 84,21,14,53.00,100,39,43.00,7,25,,,,14/12/2018,15 AÑOS,14/12/2033,DIC,2033,SI ,VIGENTE,"AEROPUERTO DE CELAYA, GUANAJUATO",,,,,,
HP-1949,HELIPUERTO,HJO,EL CORTIJO ,ESTADO DE MEXICO,HUIXQUILUCAN,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"AEROMÉDICA, S.A. DE C.V.","2,488.00",WGS 84,19,24,10.00,99,16,37.00,NO APLICA,NO APLICA,,,,14/08/2018,15 AÑOS,14/08/2033,AGO,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
HP-1950,HELIPUERTO,HDU,PLANTA AUDI MEXICO,PUEBLA,SAN JOSE CHIAPA,DIURNO Y NOCTURNO,SERVICIO PARTICULAR,SUPERFICIE,H-2,"AUDI MÉXICO, SA. DE C.V.","2,360.00",WGS 84,19,12,59.00,97,44,47.00,NO APLICA,NO APLICA,,,,25/06/2019,15 AÑOS,25/06/2034,JUN,2034,SI,VIGENTE,"AEROPUERTO INTERNACIONAL ""HERMANOS SERDÁN"" DE HUEJOTZINGO, PUE.",,,,,,
SP-1951,AERÓDROMO,LHN,LA HABANA,SONORA,HERMOSILLO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,OSCAR FRANCISCO PIÑA AYALA,104.00,WGS 84,28,52,24.50,111,16,35.00,5,23,800,15,TERRACERÍA,29/05/2019,15 AÑOS,29/05/2034,MAY,2034,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE HERMOSILLO, SONORA",,,,,,
SP-1953,AERÓDROMO,ELE,ELEVATE,COLIMA,CUAUHTÉMOC,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"CLUB AERODEPORTIVO ELEVATE, A.C.",785.00,WGS 84,19,18,38.80,103,38,31.09,3,21,780,18,TERRACERÍA,10/10/2018,15 AÑOS ,10/10/2033,OCT,2033,SI,VIGENTE ,AEROPUERTO NACIONAL DE COLIMA,,,,,,
HP-1954,HELIPUERTO,HON,HOTEL CONRAD,SAN LUIS POTOSÍ,SAN LUIS POTOSI,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"HOSPITALIDAD DE SAN LUIS, S.A. DE C.V.","1,860.00",WGS 84,22,8,17.99,101,1,48.80,NO APLICA,NO APLICA,,,,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TAMPICO, TAMAULIPAS",,,,,,
HP-1955,HELIPUERTO,HBL,CANTILES DE MITA,NAYARIT,BAHIA DE BANDERAS,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"CANTILES DE MITA, S.A. DE C.V.",25.00,WGS 84,20,46,38.02,105,31,10.79,NO APLICA,NO APLICA,,,CONCRETO,29/01/2020,180 DIAS,29/07/2020,JUL,2020,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE PUERTO VALLARTA, JALISCO",,,,,,
HP-1956,HELIPUERTO,HEZ,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,H. MUNICIPIO DE TLALNEPANTLA DE BAZ,"2,278.00",WGS 84,19,32,19.73,99,11,47.05,NO APLICA,NO APLICA,,,CONCRETO,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TOLUCA, ESTADO DE MEXICO",,,,,,
SP- 1957,AERÓDROMO,BOV,BONITO VALLE,BAJA CALIFORNIA,MEXICALI,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,GUADALUPE DE JESUS PEREZ MENDOZA,20.00,WGS 84,32,34,39.17,114,58,53.59,5,23,500,20,TERRACERIA,19/08/2019,15 AÑOS,19/08/2034,AGO,2034,NO,INOPERATIVO (RENUNCIA DEL TITULAR),"AEROPUERTO INTERNACIONAL DE MEXICALI, BAJA CALIFORNIA",,,,,,
HP 1958,HELIPUERTO,HFB,BANORTE TLALPAN III,CIUDAD DE MÉXICO,TLALPAN,DIURNO,SERVICIO PARTICULAR Y A TERCEROS,ELEVADO,H-1,"BANCO MERCANTIL DEL NORTE, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE GRUPO FINANCIERO BANORTE","2,274.00",WGS 84,19,18,49.10,99,8,12.50,NO APLICA,NO APLICA,,,CONCRETO,02/06/2021,15 AÑOS,02/06/2036,JUN,2036,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
HP-1959,HELIPUERTO,HHY,HOSPITAL ESPAÑOL,CIUDAD DE MÉXICO,MIGUEL HIDALGO,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"SOCIEDAD DE BENEFICIENCIA ESPAÑOLA, I.A.P.","2,250.00",WGS 84,19,26,22.79,99,11,52.76,NO APLICA,NO APLICA,,,CONCRETO,SIN AUTORIZACION,,SIN AUTORIZACION,,,NO,EN TRAMITE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP-1960,AERÓDROMO,IMA,IMALA,SINALOA,CULIACAN,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,C.PA. ANGEL MARIO ZAMUDIO ESCOBAR,81.00,WGS 84,24,51,23.76,107,13,44.48,9,27,570,20.00,TERRACERIA,8/10/18,180 DIAS ,2/18/19,FEB,2019,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
HP-1961,HELIPUERTO,HYB,METROPOLITAN,PUEBLA,CHOLULA,DIURNO Y NOCTURNO,SERVICIO PARTICULAR Y A TERCEROS,ELEVADO,H-1,"METROPOLITAN DESARROLLOS PREMIUN, S.A.P.I. DE C.V.","2,123.00",WGS 84,19,1,40.66,98,14,14.95,,,,,,7/11/19,15 AÑOS,7/11/34,JUL,2034,SI ,VIGENTE,"AEROPUERTO INTERNACIONAL ""HERMANOS SERDÁN"" DE HUEJOTZINGO, PUE.",,,,,,
HP-1962,HELIPUERTO,HIS,AURUM,NUEVO LEÓN,SAN PEDRO GARZA GARCIA,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"INMOBILIARIA INVERPAGA, SA. DE C.V.",660.00,WGS 84,25,39,30.73,100,20,34.02,,,,,,11/03/2019,15 AÑOS,11/03/2034,MAR,2034,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DEL NORTE, NUEVO LEON",,,,,,
SP-1963,AERÓDROMO,MNT,RANCHO MONTENEGRO,VERACRUZ,TUXPAN,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"PRACTICA VERACRUZANA, S.A.P.I. DE C.V.",21.00,WGS 84,21,6,33.50,97,25,19.63,10,20,600,15,TERRACERIA,14/05/2019,15 AÑOS,14/05/2034,ENE,2034,SI ,VIGENTE,"AEROPUERTO DE POZA RICA, VERACRUZ",,,,,,
SP-1964,AERÓDROMO,LFR,LA FRONTERA,CHIHUAHUA,VILLA LOPEZ,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"ANA MARGARITA, S.P.R. DE R.L. DE C.V.",14.45,WGS 84,27,2,25.08,105,2,48.91,1,19,1200,20,TERRACERIA,01/12/2020,15 AÑOS,01/12/2035,DIC,2035,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
HP-1965,HELIPUERTO,HZP,C5i GUANAJUATO,GUANAJUATO,SILAO,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,GOBIERNO DEL ESTADO DE GUANAJUATO,"1,797.00",WGS 84,21,0,37.37,101,30,49.76,,,,,,11/03/2019,30 AÑOS ,11/03/2049,MAR,2049,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE GUANAJUATO, GUANAJUATO",,,,,,
HP-1966,HELIPUERTO,HLF,HELIMAZ CHIAPAS,CHIAPAS,TAPACHULA,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"HELIMAZ, S. A. DE C. V.",24.50,WGS 84,14,46,21.24,92,22,57.02,,,,,,06/05/2019,15 AÑOS,30/11/2033,NOV,2033,SI ,VIGENTE,"AEROPUERTO INTERNACIONAL DE TAPACHULA, CHIAPAS",,,,,,
HP-1967,HELIPUERTO,HLW,LOS LEONES,CHIHUAHUA,CHIHUAHUA,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"TRANSPORTADORA Y COMERCIALIZADORA BAPORACHIC, SA. DE C.V.","1,360.00",WGS 84,28,44,20.48,105,58,53.81,,,,,,22/03/2019,15 AÑOS,22/03/2034,MAR,2034,SI ,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
SP-1968,AERÓDROMO,ALF,AGRICOLA LA FORTUNA,SINALOA,NAVOLATO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"AGRICOLA LA FORTUNA,S.P.R. DE R.I.",12.00,WGS 84,24,44,15.44,107,43,38.22,8,26,607.89,21,TERRACERIA,20/07/2020,15 AÑOS,20/07/2035,JUL,2035,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
HP-1969,BARCO-HELIPUERTO,HRZ,MARIETA,SINALOA,MAZATLÁN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"MT PESCA INDUSTRIAL, S.A. DE C.V.",8.00,WGS 84,23,13,0.92,106,23,28.49,,,,,,20/12/2019,15 AÑOS,20/12/2034,DIC,2034,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
HP-1970,PLATAFORMA-HELIPUERTO,HUI,SEMI 1,CAMPECHE,CIUDAD DEL CARMEN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"MANTENIMINETO MARINO DE MEXICO, S. DE R.L. DE C.V.",21.00,WGS 84,19,29,1.00,91,57,17.00,,,,,,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CIUDAD DEL CARMEN, CAMPECHE",,,,,,
HP-1971,HELIPUERTO,HSJ,CIMA REAL,GUERRERO,ACAPULCO DE JUÁREZ,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-A,"CIMA REAL INMOBILIARIA, S.A. DE C.V.",123.00,WGS 84,26,47,23.81,99,49,53.61,NO APLICA,NO APLICA,,,,29/11/2018,15 AÑOS,29/11/2033,NOV,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE ACAPULCO, GUERRERO",,,,,,
HP-1972,HELIPUERTO,HJX,JV XALAPA,VERACRUZ,JALAPA,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"HELIPUERTOS DE PUEBLA, S.A. DE C.V.",25.00,WGS 84,19,30,54.11,96,52,56.19,,,,,,09/12/2022,15 AÑOS,31/07/2037,JUL,2037,SI,VIGENTE ,"AEROPUERTO INTERNACIONAL DE VERACRUZ, VERACRUZ",,,,,,
HP-1973,HELIPUERTO,HJJ,JV VERACRUZ,VERACRUZ,VERACRUZ,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"HELIPUERTOS DE PUEBLA, S.A. DE C.V.",25.00,WGS 84,19,8,5.57,96,6,15.07,,,,,,12/19/19,15 AÑOS,12/19/34,DIC,2034,SI ,VIGENTE,"AEROPUERTO INTERNACIONAL DE VERACRUZ, VERACRUZ",,,,,,
HP-1974,HELIPUERTO,HSG,SSP GUANAJUATO,GUANAJUATO,GUANAJUATO,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-2,GOBIERNO DEL ESTADO DE GUANAJUATO,"1,916.00",WGS 84,20,57,29.00,101,17,42.00,,,,,,3/11/19,30 AÑOS,3/11/49,MAR,2049,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE GUANAJUATO, GUANAJUATO",,,,,,
SP-1975,AERÓDROMO,LAU,LA AURORA,SONORA,SAN LUIS RIO COLORADO,DIURNO,SERVICIO PARTICULAR Y A TERCEROS,TERRESTRE,1-A,"SERVICIOS AEREOS LA AURORA, S. DE R.L. DE C.V.",12.00,WGS 84,32,14,11.63,115,0,23.59,9,27,700,20,TERRACERIA,3/11/20,15 AÑOS,4/1/34,ABR,2034,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MEXICALI, BAJA CALIFORNIA",,,,,,
